event_id,user_id,phone_id,property,value,event_ts
aa9b0c59afb6ffe9b400f4b984578b1f,cd186cd1daa3cd342ec18d9c85107da7,fe522dea3ceb87776ea9cd5390588302,drinking,Yes,2019-07-02 18:42:45.174208
276686c5c5947e992a8498ed7e24f35b,21533ce027cd42c273e9ea4dec6f6f16,eec1a2bde2aeee86baf6590791387d33,sex,NULL,2019-07-02 18:42:45.174229
7355a9d43a32d8b56d331edbafb7906b,70d873355184a1f47cc9048dba1d9d83,1d0310e1bc1b150230fde2f1854e1250,politics,Moderate,2019-07-02 18:42:45.174247
8be6888a70222aacf382ca8c5084b2be,d94d125c6b15a571a4a427a9021c23a1,0d4e5b79c4f68ef195384a51e96f32c5,politics,Prefer Not to Say,2019-07-02 18:42:45.174264
425ea938235316be2c2435b59bc6c465,4a45a1dfb35ad06ce952f8d4fd039dcd,b43b826314e441862f14e141f7161e4e,politics,Other,2019-07-02 18:42:45.174281
f8e6aaa537d2c412daf42e1c21d946b7,44984ac946f131a5a7997443d8d930e1,84d96d99ef85f6c6af4a1de46a537e5b,smoking,Yes,2019-07-02 18:42:45.174298
58b8bd2b92f6e26a088b27ded38a3390,2bd1fa843c19890f98859910e6754e7e,df33b6c979552fe7ae044854f0b71fcd,politics,Prefer Not to Say,2019-07-02 18:42:45.174315
2cd966b45bf0f91bf671b8a2d4a634e1,80908054cbc51000987fd65264b42c1a,72dc48334659a8476d0a0d6fba7ae6e3,sex,NULL,2019-07-02 18:42:45.174332
9cf1c1fb3a20a260bb59ef700ac9ee66,8b1b4c45d9af32b31e61d4658059c89c,07e5369ca9862268c6b36d451b994582,smoking,NULL,2019-07-02 18:42:45.174351
17b76ddaf9fd16c5b62d68cac5e2c3fd,cd90c42411fef7132f2fc1dcb04ace6c,5fa04d3ede1b03b5549906bfb8e82a7d,politics,NULL,2019-07-02 18:42:45.174371
6777738275b426d76700b2530a3b36c5,626385673bd3c0d7112a90cd62a5d76f,4d583dec9a322d83e89e9239f83f2425,drinking,Yes,2019-07-02 18:42:45.174388
