event_id,phone_id,ad_id,provider,placement,length,event_ts
50230fc4dddfaa0f9a739a9c0b1a4344,152eb37da0ac20b926b82ab34eba9335,1,Snapchat,Left,127,2019-07-07 18:42:45.280485
33cf9ec0dab4a40a383ad3b8461e8260,c8338f4745e98d331c9c9ba5301937ea,9,Snapchat,Top,2224,2019-07-07 18:42:45.280505
ef5f1149fecff780b95efb191f4f137b,6423420ed5523ccd6d9ec030ff9c787c,11,Instagram,Right,1930,2019-07-07 18:42:45.280523
0b55f30463438d8afd303ac9cb25f7b7,ff98b7b1af29f708be5a9a3f9422f778,9,Facebook,Right,1126,2019-07-07 18:42:45.280540
3a2a6ba579ccc2f2baf0ab1018c052e6,7148eca23b0c9aad6c0812a0b8b0e28a,7,Instagram,Right,1127,2019-07-07 18:42:45.280558
bf013fe493118d85f8aeafe2637ccf66,b4726146aa7048941cf02813b4d481c4,6,Snapchat,Left,1801,2019-07-07 18:42:45.280585
4d5857f43e3b433c4f1352457eaf8d75,820d4f3e1a76cde33a11026f004c78ae,9,Facebook,Bottom,142,2019-07-07 18:42:45.280603
a5fa0f72c1e24b1b698347508a0e2512,529f3036c52829ca5b20a06425b2ab1a,0,Snapchat,Top,715,2019-07-07 18:42:45.280620
ee9843028173db1c349cec9d78921c31,ae6580fae628f913ad89f13955bcf9a6,3,Snapchat,Left,1116,2019-07-07 18:42:45.280637
27521f51babb26da374916794518f25e,0de47301b61336ed21abd26a7e18f41b,2,Snapchat,Right,2142,2019-07-07 18:42:45.280655
bbbcf16de549608b2c4f4471095f1731,6de267565dd3501a81ef1cdb20300dc8,6,Facebook,Right,600,2019-07-07 18:42:45.280673
01d1a355641e93ce3903c5038d35e8c6,b5d012fb00a054a2c5e97e2bf2a297e9,1,Snapchat,Center,1408,2019-07-07 18:42:45.280689
9fd68fc184f1bf41b208ff5814207837,15deb5b793d79a14a24885e39bc3dec9,17,Instagram,Center,2002,2019-07-07 18:42:45.280708
6616bce6ea2e5e9d331b4fc98f5d8e2f,59813322df083e8e95c922ef6d166a5e,8,Snapchat,Top,1623,2019-07-07 18:42:45.280726
386813efac5c95bda5ffae6d623778e4,cb49c5077e675e3528185d80b63ba8fe,7,Snapchat,Top,2030,2019-07-07 18:42:45.280743
1a87edbe582c8a12f411c9c30bdff866,84bb12f4440779e2f36a7814f99bc647,9,Facebook,Right,1125,2019-07-07 18:42:45.280760
6a5fa39d2fcad5a3eed5922ab51c3531,ea8a1b1ae99abfca265a86e5736bc8f5,6,Facebook,Right,1826,2019-07-07 18:42:45.280778
