event_id,phone_id,ad_id,provider,placement,length,event_ts
22f78a6ce298da5b92b3d2493b44ccdf,76b9fb947e8401c7b8b17761e5183840,3,Spotify,Top,2359,2019-07-06 18:42:45.259059
c626cbc03f0fa294f8a878444c7a5b10,eab1d80db37d08da5af4d81461fe7028,1,Spotify,Bottom,2004,2019-07-06 18:42:45.259079
6812a48d84936874779e7f08a5994a0a,c84e492616aa3aa30488eb8f5fa4c886,1,Snapchat,Center,513,2019-07-06 18:42:45.259097
9603c0bd56da4407792c447289763763,a8b73856036aa1385b05432a2b7fb236,9,Instagram,Center,2045,2019-07-06 18:42:45.259152
61a157ec1ca1193a97295daae845c686,9287a1952934b49a4832537df6d94cf2,4,Spotify,Left,909,2019-07-06 18:42:45.259187
36f42a11e37765aed07e6cbf6bd78a4e,e085f3f715b1c7d7b80877f9593a2623,2,Snapchat,Center,2332,2019-07-06 18:42:45.259204
3e965601638bf78d567aa8f4534fec0d,6a4e6b5b99db04d417b1e1435982cce0,16,Instagram,Bottom,907,2019-07-06 18:42:45.259224
90dfc7f20a09db9a1a8d2f28472a1594,de23fd5edb62cf8ea851f5cbed2bde21,0,Spotify,Left,340,2019-07-06 18:42:45.259242
087bcc34b3da308da5561f3bab356e1d,41f12f5466af8506b91b9771f8a954c9,3,Spotify,Center,1451,2019-07-06 18:42:45.259260
1bc9a57281db4721e24d2901e9fe2d98,efc131ba6521fdda264f302ee8fd4126,22,Instagram,Left,1926,2019-07-06 18:42:45.259281
70c32a5887d008e6a24fc9943c1f9fc5,48b779a0bd82ed9375752e22fdf91514,16,Facebook,Right,2333,2019-07-06 18:42:45.259299
66d5ce864f2ccd519bf6820e621b721f,063d8507db8e697a072686f407bf9617,3,Snapchat,Top,356,2019-07-06 18:42:45.259316
5e425a13641911f89dbda0b16f7e7048,1612d3f120aff67dbdc17a616d3fe259,3,Spotify,Center,346,2019-07-06 18:42:45.259333
178260f0ff786e855cf3a1b6c952ed30,5ab9ca41c51654011e209b419d466d69,0,Spotify,Right,2101,2019-07-06 18:42:45.259351
c3f07ef705f06c91a06ced220fb8f183,7cca683365e0e2201c35574faa87a1df,2,Spotify,Bottom,1550,2019-07-06 18:42:45.259368
7aa073289ce66b35a8c010e56009ff6d,d03532492c8232ff16a5e3bb39ab7567,2,Facebook,Bottom,2133,2019-07-06 18:42:45.259385
dcfd9b3a7f09c8e76954ecb74bfba6f6,b07c04c01cd4fbee7b84cfb1adae2add,4,Snapchat,Bottom,838,2019-07-06 18:42:45.259402
c9b3bc26b091ff33399d6b9c489cbed0,120f1a12d38dfd78e07c048e7fbf0e1f,21,Instagram,Left,2146,2019-07-06 18:42:45.259419
a7a5605101e2c0b0647f36aaf0839c09,a32bf8b1002cd1950ae03f4eb37b9ed5,18,Instagram,Center,2101,2019-07-06 18:42:45.259437
5a8f23d8d00ffaa6f5886cdf3cebc275,4ff35b6d668fcf21b112a031638ca325,4,Snapchat,Top,1709,2019-07-06 18:42:45.259454
c5b76fe551b5185f10aed4c30370ef71,b2b977fa84560f0954a45656159961d3,1,Spotify,Left,953,2019-07-06 18:42:45.259476
1b89094a19c3dd25e91f90d712961c5d,f17c3b91b114b28250bc47642254deb6,4,Snapchat,Right,505,2019-07-06 18:42:45.259497
dc80d84ff3c408edd805b4c84c24432e,476b1a2ffd9deb6b97f518eee301466f,14,Facebook,Right,35,2019-07-06 18:42:45.259519
0ed5b5dba564a0b82e047955c501978e,25460350be81405909e1b9c7a705a47c,8,Snapchat,Bottom,1835,2019-07-06 18:42:45.259537
5503e45e93460e76824f39409a2ddf33,75c150b3f418fbe18066f207f2adf268,1,Spotify,Bottom,1230,2019-07-06 18:42:45.259554
43dee13414f616933de75241d4815fae,1d3eab5b7c8bfb6dea7e93ebe5e57626,8,Snapchat,Center,1229,2019-07-06 18:42:45.259572
f1addb356824c4e043950b734de6fe20,775cea656c04bd1cdde170f1afdc3c5c,3,Spotify,Top,200,2019-07-06 18:42:45.259589
9fbb99b6f51cd282c09fc0f34f253bf9,0d6337634b520d52019786322a9eddf3,0,Spotify,Left,912,2019-07-06 18:42:45.259606
c4ff7ac4e8b8f715929ed95aded1d2be,5a011a690d01ef24ba7239ace612bd27,1,Spotify,Right,908,2019-07-06 18:42:45.259623
9237ca73e1d3f4c97bb549ad42455397,94063147d13855077417d0c6e9326522,3,Snapchat,Bottom,2358,2019-07-06 18:42:45.259641
c88d80ef2f9ad338e42ef76831f64a55,52f669dd1bd7fd83600e169bea28e910,0,Spotify,Bottom,1305,2019-07-06 18:42:45.259659
bda59724451d33799104512ad4a76918,05c8ed55c383235c5f8ad13ae2d47e40,8,Snapchat,Bottom,1719,2019-07-06 18:42:45.259676
fee19481f6dcda8e6b2d39d67e0946e0,ab614821a488bde7ee2bbb0dcf2621a7,3,Snapchat,Top,1246,2019-07-06 18:42:45.259693
d48490b7fc68a61006a070ee5e5fa5ab,ed25ee87e7d882a39f7f63830687be6e,1,Snapchat,Left,2354,2019-07-06 18:42:45.259711
