event_id,user_id,phone_id,property,value,event_ts
de2965a4179014ef12e0042b5e67a260,1df5b6d9e2a5c6813f6a869f5234b08e,6b50a0af960cbf538516dbf1c1f19fb0,sex,NULL,2019-07-03 18:42:45.195970
c47fe2a576db6979ca4239fb2e70dc6d,5286e2ea86661a0f91b4d45ecd36e6b6,3cd21eb358d966a7036157665b3fe0e2,politics,Moderate,2019-07-03 18:42:45.195990
550e572d828c2ba5834278e6ddce09f2,4f12bf22aa6c5a7952137fbaadfd42fc,4d593cb9d404e8ecf2a7142ae772d74c,notifications,False,2019-07-03 18:42:45.196008
f168e08dff11022847f3174fcee63bd9,52432824e297ed266febb85ac252de4e,b3c8231d64408ece4522487e9f4134d8,sex,M,2019-07-03 18:42:45.196030
5565d4fd9c613a4153c64441ba522997,d596c909948e65d2945c0baade1cd025,d06ff4874547e8ee953af11123292f40,sex,M,2019-07-03 18:42:45.196050
9327f3aa3427519968e90820ab33948c,10fe6e0de62f3029c1e1f53765c55e68,53ca7c80604ec08d52f529077e7e7e38,sex,NULL,2019-07-03 18:42:45.196068
5537a1c1ce9814f900170a88c962e8c8,84111c620b6889d26af06514186f99ac,363b7b1e9137b33c4fb496675a7ae378,politics,Moderate,2019-07-03 18:42:45.196087
201668d07425958908f8918087da1d05,547f89cbcfce1827829e85e305d704d7,cba79503f4ae0edfacfd57d8bd89e367,smoking,NULL,2019-07-03 18:42:45.196106
55b7dd69300eb030dd69a7ec67c39a72,48fd24ffdac134d1a26eb89d0fb66552,1609b3e1929e4bb5de0710f4abf03502,notifications,True,2019-07-03 18:42:45.196124
049b378d79cbeddbce61650a0e14655c,788f05a23d227892c1c0ef1b9e6f0407,4f5099bbbe0981e19ebce15e734b5cb3,politics,NULL,2019-07-03 18:42:45.196144
830b5fad5ba0b314f43f6f113f67cfe4,dd830826bb83e621f65bc39ea4b6cfe1,8728f1477f219372f727f8f0cce778be,sex,M,2019-07-03 18:42:45.196169
853fb5dfcfceb4cffd024315faedcf27,c9cac2abede7fdcefd4beccb62272fa0,1b4661e36ec5eb60feabde86726a5ae0,notifications,True,2019-07-03 18:42:45.196187
15b6c2e8c8369879e05b2d84adf92d6d,abe2def19cc5f27a4f88dc4fead10a31,6f90401bcdae04698c0fa5406354a286,drinking,Yes,2019-07-03 18:42:45.196206
dfcfc4b7630c9c4efe147e18b82448aa,f30a707fe82b19c09e5d97244b91d72b,60a109a8bd98196b7bbe5ae0d2222b4c,drinking,Maybe,2019-07-03 18:42:45.196224
d7fb6ca9ee03edeaa4f5f11a1f4b717a,1c2c196b818e90b991740142d70bddaf,09f7b5dda6ecd19d370001162e756877,smoking,NULL,2019-07-03 18:42:45.196243
9184e85c9fe60a588c54f492d04f2d62,53c4e27f3c15c2561491ef91f4692d28,8f15c8373a101daf7d2cc8a9cf3b960a,sex,NULL,2019-07-03 18:42:45.196261
7b567487fe3780179c0787722ed30eed,2013b02d729b3b8e4429a91bfca4b93a,1709683e7016ac45db006217be143b66,smoking,Maybe,2019-07-03 18:42:45.196284
26801ee4f545bb5bf8d9d047f978c25c,21d5ffd0440131a27c6bf7a4de13de3d,099bac2b2b1d672d8ee1ba768ad63f7b,drinking,No,2019-07-03 18:42:45.196304
920efa2af4bed198d7f3c6486c57e768,1f6b109508909e53c0b0cefdb5856443,d2f293d4085682e6796c8cb98b2c7e71,politics,Liberal,2019-07-03 18:42:45.196323
fefa61b386580246e509bf18c2e33522,9b84e927965a937103dd18b37e2668d3,139cc562543bff5b0ccbfd5cf09499ac,politics,Other,2019-07-03 18:42:45.196342
6d08fd2f8907e422b32feb89ac249ef2,5b3c23fae5fd3bd9ee10ca06bdf6793e,8b6e5fb2f0426328c6d648692defb0b4,drinking,Maybe,2019-07-03 18:42:45.196362
316fc92e3ba402317a32974474c62f32,f80b9f0874f9452542344e3da2f67b48,4cd1cd6eeec444b19100d62b709c256a,notifications,False,2019-07-03 18:42:45.196381
f970b712191564e9a21b8d08b9c70103,6614781ecd593a98c483d3acb4ac7e59,304e772b4b7d0ce069a162d10f961c27,notifications,False,2019-07-03 18:42:45.196405
7cd26b27e60ed7b1df63ed90385d4c6c,a36846939422bef280eec8da4afab536,b462f9fa745ca293854694b6553c1138,politics,Conservative,2019-07-03 18:42:45.196423
66f361a01f37b822d99febddc7a96c33,1e4a853b4c85e23cb33f7e4671d401cd,5ea8c5a3c6913a1dcc024228da7e6c12,politics,Conservative,2019-07-03 18:42:45.196446
7fd417048f4976467d9a19d7994df302,58422dfce8efe378a90124fd5628d6c7,677a313f193dc5f9d445e8cc62a38111,notifications,False,2019-07-03 18:42:45.196463
ecd272528f562069c5afb148aac4c011,dc0f29a68afccdd5d9afe78baed27a73,518184045e3943dfb533b85ad993fde8,sex,NULL,2019-07-03 18:42:45.196482
9c49ba33b9c5b17f259e9eb735e5dfa2,f58f06d90fd6b7ad8b6e4b5595bb0f00,8dc608d7b40d94eea696befaaa531818,politics,Other,2019-07-03 18:42:45.196499
1a63ff7ecd1051f03709e5f5ab87c382,0d1f40141fc6f3f087d4804fde8f7dcc,dc56549bece5ea2e93960b9932c634d4,sex,NULL,2019-07-03 18:42:45.196516
9d9c3b2aab2f67450857d7567646dabe,7b285e0dd99fc1f8380e7c3345988047,28cbcb646b59c30203287c82e6de4bea,sex,NULL,2019-07-03 18:42:45.196533
243d6d1d78726a6c360331dd249a4fff,bae58e3e9f83cf84ba6ce8452935f540,75e8aa0fe1218a31b75ef22c1d6c2a58,sex,F,2019-07-03 18:42:45.196551
55b074f26a71b0439656e58a89a2029a,9964f2dc6125381eadfd7232f50eb3e8,3557f3eda08bd30c68c3718d0ed019a9,notifications,False,2019-07-03 18:42:45.196569
0cfe38b39125fa4ac97eac15d7abc741,733d7ae74f575932734463b20b7bb32f,df70099ec4977bd277078f42af2126ec,drinking,No,2019-07-03 18:42:45.196589
1d7699baeb4cc8a5a3ec25775c1bc5b6,dda69f57ca52345d16917b5d50ddd05a,864bb4b5667053c8276c5fe2e1db6529,smoking,NULL,2019-07-03 18:42:45.196606
ea546ccf956764e1100c79f397c6f014,deca163eb28342890531a9b775715f87,f7a91636b16e8624adca4322e55a51fd,drinking,NULL,2019-07-03 18:42:45.196625
106a0a0a9529a0494fa9af23a6e79fe3,568683c0e8f949ae3684f61605425fe6,9711aefba1b8f3fa19b17c38239c948c,notifications,True,2019-07-03 18:42:45.196645
5fb07fb6f878435934aa558616e479a5,c5a68ea102d2e5bdc09fe35b81861da4,4623b9183e0c666bed4554498e088be2,sex,F,2019-07-03 18:42:45.196662
809b2bb7cc43409b61df825cd9bf207b,72d60a990a60d212eca9a8801ef0b5b3,78a34a2eaec0901246a11cfd14728a04,sex,NULL,2019-07-03 18:42:45.196679
c8dacc4c67bca829f44a9cd0da588434,ce7f8f3fe9c0e24b268cf7810611a087,712b1e76af3a056ab42bad6388122049,drinking,No,2019-07-03 18:42:45.196696
5e9d2b92bee98926f97b12a7abf99dd7,7f2b348c323620195f0cf48e96ad7b22,ee29f05cded3d15d14fba4f5a6e65314,politics,Liberal,2019-07-03 18:42:45.196713
175455e73cc07c58edbae2f9e9ccb672,f0d66b09a1f09b2b64106ed7e048d18a,bee9f653029777b3bc455e54f10c0cce,notifications,False,2019-07-03 18:42:45.196730
475a2809a258f33b321a5ce476013721,7fdc661f5359488dc176512716c44abc,765f80ca7a12d7f63bc35d24ef07f843,sex,NULL,2019-07-03 18:42:45.196748
1495fe3d7d52cf153256065dcbf72494,683714561da7b07cdc93f265285925d3,367302ac0b7a35afca580c10237ce550,drinking,No,2019-07-03 18:42:45.196765
3ecf29e23d2c7b283176351daaae1523,8a5968c205df3ed1b4fd40cc512176a8,300c93e4ea31145faf17da44d7b642b1,notifications,True,2019-07-03 18:42:45.196782
